participant_id,video_file,gloss,asl_lex_code,class_idx,split
P43,12841038226728507-BREAKFAST.mp4,BREAKFAST1,J_01_053,36,train
P43,17777316675017052-DOG.mp4,DOG1,A_01_056,66,train
P40,5503868341096074-DEVELOP.mp4,DEVELOP1,J_03_092,64,train
P43,6764651962786699-ADVERTISE.mp4,ADVERTISE,J_03_015,3,train
P43,26439420589592477-DARK.mp4,DARK1,J_03_094,60,train
P40,1383203105819133-CALENDAR.mp4,CALENDAR1,A_03_001,41,train
P40,6445331634562388-WHAT FOR.mp4,WHATFOR1,C_02_054,99,train
P43,7383284467475846-GUESS.mp4,GUESS1,D_02_013,74,train
P43,21726284787567063-DEMAND.mp4,DEMAND1,D_03_080,63,train
P43,5632090317291663-FOREIGNER.mp4,FOREIGNER1,C_01_077,73,train
P40,7717057217254395-THEY.mp4,THEY1,F_02_103,95,train
P40,21338949344886227-PATIENT 2.mp4,PATIENT2,B_01_085,87,train
P40,8089330458355601-LOCK.mp4,LOCK1,H_02_017,79,train
P40,7102622774546783-BELT.mp4,BELT1,A_03_036,26,train
P40,6942834524009942-BEE.mp4,BEE1,J_02_101,23,train
P40,4049995708628238-TAKE OFF.mp4,TAKEOFF1,F_01_020,94,train
P40,4612467897905175-TWINS.mp4,TWINS1,F_01_032,97,train
P40,9502926253049975-CANCER.mp4,CANCER1,F_01_047,45,train
P40,5010906491885074-DEVELOP.mp4,DEVELOP1,J_03_092,64,train
P40,7900722949705501-HOSPITAL.mp4,HOSPITAL1,B_02_026,76,train
P40,16099487151956193-BASKETBALL.mp4,BASKETBALL1,A_03_045,20,train
P40,23481071177880364-FINE.mp4,FINE1,C_01_043,72,train
P40,08003931001097664-DECIDE.mp4,DECIDE1,B_02_074,62,train
P40,1420171385528981-ROCKING CHAIR.mp4,ROCKINGCHAIR1,G_01_010,91,train
P40,9636912643721647-BREAKFAST.mp4,BREAKFAST1,J_01_053,36,train
P40,7822434515793355-DEAF.mp4,DEAF1,F_03_038,61,train
P40,39156258358370355-CHRISTMAS.mp4,CHRISTMAS1,F_03_029,57,train
P40,09459364825922179-NIGHT.mp4,NIGHT1,A_01_003,84,train
P40,10420903219156519-CANCEL.mp4,CANCEL1,F_03_083,43,train
P40,9724596719903091-BELIEVE.mp4,BELIEVE1,D_02_049,25,train
P40,6929838002903266-HALLOWEEN.mp4,HALLOWEEN1,G_03_011,75,train
P40,48046366607913615-DINNER.mp4,DINNER1,G_03_044,65,train
P40,787280411475551-EDIT.mp4,EDIT1,G_02_057,70,train
P40,3476425948425619-RIVER.mp4,RIVER1,A_03_035,90,train
P40,23099527328070546-AXE.mp4,AXE1,G_03_066,14,train
P40,49801930250928317-DOG.mp4,DOG1,A_01_056,66,train
P40,6356650419987919-TWINS.mp4,TWINS1,F_01_032,97,train
P40,9434171694753406-DINNER.mp4,DINNER1,G_03_044,65,train
P40,6774117724322335-CANCER.mp4,CANCER1,F_01_047,45,train
P40,971053005591326-BITE.mp4,BITE1,K_02_045,27,train
P40,8499404153465504-RECENT.mp4,RECENT1,H_03_090,88,train
P40,053106826215107095-CHRISTMAS.mp4,CHRISTMAS1,F_03_029,57,train
P40,11654955478904716-BOTTLE.mp4,BOTTLE,D_02_064,30,train
P40,08287833815598877-CANDY 2.mp4,CANDY2,D_02_079,46,train
P40,874252872363438-BEHAVIOR.mp4,BEHAVIOR,C_02_036,24,train
P40,9366699230120215-CATEGORY.mp4,CATEGORY,E_01_034,49,train
P40,5953206950175787-MECHANIC.mp4,MECHANIC1,A_03_030,81,train
P40,929570016067665-AXE.mp4,AXE1,G_03_066,14,train
P40,5142300236527306-DARK.mp4,DARK1,J_03_094,60,train
P40,9429370203576863-PARTY.mp4,PARTY1,G_02_059,86,train
P40,6130243273742142-MICROSCOPE.mp4,MICROSCOPE1,A_03_076,82,train
P40,732633399046634-AUTISM.mp4,AUTISM1,F_03_011,13,train
P40,6070646482256394-HALLOWEEN.mp4,HALLOWEEN1,G_03_011,75,train
P40,04285571045954972-BASEBALL CAP.mp4,BASEBALLCAP,G_02_072,17,train
P40,8667743378159272-NOON.mp4,NOON1,G_02_014,85,train
P40,8084663024717549-CHEEK.mp4,CHEEK,G_03_052,56,train
P40,6639265388456241-THIRD.mp4,THIRD1,F_02_088,96,train
P40,44818013490597974-BITE.mp4,BITE1,K_02_045,27,train
P40,955313458972125-DRAG.mp4,DRAG1,J_02_039,68,train
P40,0048559284485312215-CONFUSED.mp4,CONFUSED1,J_01_110,59,train
P43,8461684479303309-DOWNSIZE.mp4,DOWNSIZE1,C_01_055,67,train
P43,5302538849206411-HURDLE-TRIP.mp4,HURDLE/TRIP1,G_01_036,77,train
P43,26657946023294365-THEY.mp4,THEY1,F_02_103,95,train
P43,815549920734588-BACKPACK.mp4,BACKPACK1,G_03_091,16,train
P43,01966300513612751-EDIT.mp4,EDIT1,G_02_057,70,train
P43,6829022140674217-SPECIAL.mp4,SPECIAL1,J_02_020,93,train
P43,11496556828615034-CONFUSED.mp4,CONFUSED1,J_01_110,59,train
P43,5359975946329862-DRAG.mp4,DRAG1,J_02_039,68,train
P43,6682248216038862-DEVELOP.mp4,DEVELOP1,J_03_092,64,train
P43,41596771111813013-CALENDAR.mp4,CALENDAR1,A_03_001,41,train
P43,0154551425577234-WHAT FOR.mp4,WHATFOR1,C_02_054,99,train
P43,9566049112694803-THEY.mp4,THEY1,F_02_103,95,train
P43,8229344087589305-PATIENT 2.mp4,PATIENT2,B_01_085,87,train
P43,7256939070327812-LOCK.mp4,LOCK1,H_02_017,79,train
P43,7844446995930539-BELT.mp4,BELT1,A_03_036,26,train
P40,6983039041415455-CANCEL.mp4,CANCEL1,F_03_083,43,train
P40,5577903292454827-RECENT.mp4,RECENT1,H_03_090,88,train
P40,7339086150775165-THIRD.mp4,THIRD1,F_02_088,96,train
P40,6733982740236468-RESEARCH.mp4,RESEARCH1,B_03_084,89,train
P40,31541023494010045-BELIEVE.mp4,BELIEVE1,D_02_049,25,train
P40,5268072837528903-WHAT FOR.mp4,WHATFOR1,C_02_054,99,train
P40,4980758080077503-MICROSCOPE.mp4,MICROSCOPE1,A_03_076,82,train
P40,10032313363697454-ABOUT.mp4,ABOUT1,B_02_072,1,train
P40,4701606875522637-BOY.mp4,BOY,B_02_090,33,train
P40,9825690623317844-GUESS.mp4,GUESS1,D_02_013,74,train
P40,5237431195885818-EAT.mp4,EAT1,B_02_002,69,train
P40,8566463345061712-DOG.mp4,DOG1,A_01_056,66,train
P40,38648445722197544-BEE.mp4,BEE1,J_02_101,23,train
P40,4736662703887722-LOCK.mp4,LOCK1,H_02_017,79,train
P40,5544244053704075-LUNCH.mp4,LUNCH1,G_02_081,80,train
P40,512282168006243-TYPE.mp4,TYPE1,F_03_059,98,train
P40,5701936378006789-MECHANIC.mp4,MECHANIC1,A_03_030,81,train
P40,7258152184772868-BATH.mp4,BATH,B_01_019,21,train
P40,3709997507310303-ANGRY.mp4,ANGRY,B_01_070,9,train
P40,335046616135632-BRIDGE.mp4,BRIDGE1,A_03_081,37,train
P40,8999699876786247-BUTTERFLY.mp4,BUTTERFLY,A_03_056,39,train
P40,8971591341871883-BECAUSE.mp4,BECAUSE,B_01_049,22,train
P40,48236686990960176-BELT.mp4,BELT1,A_03_036,26,train
P40,8197430169000788-CABINET.mp4,CABINET,B_03_030,40,train
P40,2078757046722417-ALPHABET.mp4,ALPHABET,B_02_024,7,train
P40,13498585088047066-BROTHER.mp4,BROTHER,B_01_065,38,train
P40,6276595334823785-AFTER.mp4,AFTER,B_02_030,4,train
P40,7999799158207466-BASEMENT.mp4,BASEMENT,C_01_034,18,train
P40,4933951543518236-MOVIE.mp4,MOVIE1,B_03_077,83,train
P40,12727994381994168-CALL TTY.mp4,CALLTTY,B_03_026,42,train
P40,06047495375143819-AND.mp4,AND,B_03_072,8,train
P40,7639386079513788-CHARACTER.mp4,CHARACTER,B_02_088,54,train
P40,46662349758692256-BORROW.mp4,BORROW,B_03_055,29,train
P40,33555147348315106-EAT.mp4,EAT1,B_02_002,69,train
P40,7471568849742254-TYPE.mp4,TYPE1,F_03_059,98,train
P40,5201167247227318-DECIDE.mp4,DECIDE1,B_02_074,62,train
P40,2978383554033186-LETTUCE.mp4,LETTUCE1,A_01_083,78,train
P40,39648042077468615-SHAVE.mp4,SHAVE1,J_02_018,92,train
P40,3751848542924716-PATIENT 2.mp4,PATIENT2,B_01_085,87,train
P40,24496842757825177-CATHOLIC.mp4,CATHOLIC,B_03_052,50,train
P40,6741912564576187-FINE.mp4,FINE1,C_01_043,72,train
P40,220586834815649-5 DOLLARS.mp4,5DOLLARS,B_01_062,0,train
P40,9571221473356939-HOSPITAL.mp4,HOSPITAL1,B_02_026,76,train
P40,3249742604027148-BLOOD.mp4,BLOOD,C_01_087,28,train
P40,40983358048023955-BRAVE.mp4,BRAVE,B_03_050,35,train
P40,8384344275744424-ACTION.mp4,ACTION,C_01_026,2,train
P40,009252570300134266-FOREIGNER.mp4,FOREIGNER1,C_01_077,73,train
P40,4619614203621971-CANCELLATION.mp4,CANCELLATION,C_02_017,44,train
P40,5094255125387595-ALARM.mp4,ALARM,C_01_085,5,train
P40,7082964935958087-BOWL.mp4,BOWL,C_03_049,31,train
P40,7185184387987891-APPEAR.mp4,APPEAR,C_03_064,11,train
P40,7416766344210868-CHANNEL.mp4,CHANNEL,C_03_023,53,train
P40,8789207848539706-MOVIE.mp4,MOVIE1,B_03_077,83,train
P40,2659454950769071-DEMAND.mp4,DEMAND1,D_03_080,63,train
P40,5587895567339765-BACK OUT.mp4,BACKOUT,F_01_041,15,train
P40,22740176371103216-BASKET 2.mp4,BASKET1,E_01_060,19,train
P40,8275587829148456-LUNCH.mp4,LUNCH1,G_02_081,80,train
P40,08890193086804521-CHAIN.mp4,CHAIN,E_02_055,52,train
P40,5209944053816196-CHASE.mp4,CHASE,F_03_017,55,train
P40,752318181570734-BOXING.mp4,BOXING,F_03_050,32,train
P40,36877525932245203-NOON.mp4,NOON1,G_02_014,85,train
P40,8003732238675179-DEAF.mp4,DEAF1,F_03_038,61,train
P40,8434418760595921-ROCKING CHAIR.mp4,ROCKINGCHAIR1,G_01_010,91,train
P40,6219112771870119-HURDLE-TRIP.mp4,HURDLE/TRIP1,G_01_036,77,train
P40,2219395244374549-PARTY.mp4,PARTY1,G_02_059,86,train
P40,6746531225181476-SPECIAL.mp4,SPECIAL1,J_02_020,93,train
P40,355641287689366-ELEVATOR.mp4,ELEVATOR1,G_03_036,71,train
P40,6363286086951516-WHAT FOR.mp4,WHATFOR1,C_02_054,99,train
P40,6813035797502778-ELEVATOR.mp4,ELEVATOR1,G_03_036,71,train
P40,9656887886050163-SHAVE.mp4,SHAVE1,J_02_018,92,train
P40,418891203486327-RESEARCH.mp4,RESEARCH1,B_03_084,89,train
P40,864908228939657-NIGHT.mp4,NIGHT1,A_01_003,84,train
P40,9291122935305882-RIVER.mp4,RIVER1,A_03_035,90,train
P40,644949628882094-LETTUCE.mp4,LETTUCE1,A_01_083,78,train
P14,5099815025891361-BEE.mp4,BEE1,J_02_101,23,train
P14,36678181778247376-TAKE OFF.mp4,TAKEOFF1,F_01_020,94,train
P14,5792471419482148-TWINS.mp4,TWINS1,F_01_032,97,train
P14,6945672015907272-CANCER.mp4,CANCER1,F_01_047,45,train
P43,2751615738895319-BEE.mp4,BEE1,J_02_101,23,train
P43,9855459225573504-TWINS.mp4,TWINS1,F_01_032,97,train
P43,08979220108286445-CANCER.mp4,CANCER1,F_01_047,45,train
P14,8291987028561796-DEVELOP.mp4,DEVELOP1,J_03_092,64,train
P14,6004944388944689-BASKETBALL.mp4,BASKETBALL1,A_03_045,20,train
P14,6865453372883275-HOSPITAL.mp4,HOSPITAL1,B_02_026,76,train
P14,5343394629701335-BASKETBALL.mp4,BASKETBALL1,A_03_045,20,train
P14,7081997886148117-FINE.mp4,FINE1,C_01_043,72,train
P14,8118012997438901-DECIDE.mp4,DECIDE1,B_02_074,62,train
P14,8471757241063476-ROCKING CHAIR.mp4,ROCKINGCHAIR1,G_01_010,91,train
P14,3253364009512456-BREAKFAST.mp4,BREAKFAST1,J_01_053,36,train
P14,07807851209534378-DEAF.mp4,DEAF1,F_03_038,61,train
P14,039484492892392975-CHRISTMAS.mp4,CHRISTMAS1,F_03_029,57,train
P40,9606737155753842-FINE.mp4,FINE1,C_01_043,72,train
P40,2464053408649325-DECIDE.mp4,DECIDE1,B_02_074,62,train
P40,29979456948110217-ROCKING CHAIR.mp4,ROCKINGCHAIR1,G_01_010,91,train
P40,23598266126803202-BREAKFAST.mp4,BREAKFAST1,J_01_053,36,train
P40,14662097708148014-DEAF.mp4,DEAF1,F_03_038,61,train
P40,4258868809320071-CHRISTMAS.mp4,CHRISTMAS1,F_03_029,57,train
P40,31514063915992985-NIGHT.mp4,NIGHT1,A_01_003,84,train
P40,6418132021812264-CANCEL.mp4,CANCEL1,F_03_083,43,train
P40,9580808401067789-BELIEVE.mp4,BELIEVE1,D_02_049,25,train
P40,908062996019108-HALLOWEEN.mp4,HALLOWEEN1,G_03_011,75,train
P40,6584846911041882-DINNER.mp4,DINNER1,G_03_044,65,train
P40,492472111545067-EDIT.mp4,EDIT1,G_02_057,70,train
P40,8589784706899264-RIVER.mp4,RIVER1,A_03_035,90,train
P40,10598328043940142-AXE.mp4,AXE1,G_03_066,14,train
P40,5592729674908328-DOG.mp4,DOG1,A_01_056,66,train
P40,725056754340963-TWINS.mp4,TWINS1,F_01_032,97,train
P40,3523191235503629-TAKE OFF.mp4,TAKEOFF1,F_01_020,94,train
P40,18123549863499044-DINNER.mp4,DINNER1,G_03_044,65,train
P40,09886203907430358-CANCER.mp4,CANCER1,F_01_047,45,train
P40,9595255203933857-BITE.mp4,BITE1,K_02_045,27,train
P40,9582575627933281-RECENT.mp4,RECENT1,H_03_090,88,train
P40,34643685207865804-CHRISTMAS.mp4,CHRISTMAS1,F_03_029,57,train
P40,7001602028900342-BOTTLE.mp4,BOTTLE,D_02_064,30,train
P40,06562237237467672-CANDY 2.mp4,CANDY2,D_02_079,46,train
P40,8155229305795542-CASTLE 4.mp4,CASTLE4,K_03_110,48,train
P40,17114094265758406-BRAIDS.mp4,BRAIDS,K_03_125,34,train
P40,2580996150082284-BEHAVIOR.mp4,BEHAVIOR,C_02_036,24,train
P40,02490137063434572-CATEGORY.mp4,CATEGORY,E_01_034,49,train
P40,6748150903389767-MECHANIC.mp4,MECHANIC1,A_03_030,81,train
P40,5947453960317015-AXE.mp4,AXE1,G_03_066,14,train
P40,12613067091418184-DARK.mp4,DARK1,J_03_094,60,train
P40,880350293979757-PARTY.mp4,PARTY1,G_02_059,86,train
P37,6280906175309462-NIGHT.mp4,NIGHT1,A_01_003,84,train
P37,633243741206347-CANCEL.mp4,CANCEL1,F_03_083,43,train
P37,050827589503813275-BELIEVE.mp4,BELIEVE1,D_02_049,25,train
P37,11373297457714404-HALLOWEEN.mp4,HALLOWEEN1,G_03_011,75,train
P37,7262160429010622-DINNER.mp4,DINNER1,G_03_044,65,train
P37,001816412710498927-EDIT.mp4,EDIT1,G_02_057,70,train
P37,14452835191017854-RIVER.mp4,RIVER1,A_03_035,90,train
P37,29360158406046777-AXE.mp4,AXE1,G_03_066,14,train
P37,06960268077531429-DOG.mp4,DOG1,A_01_056,66,train
P37,37682735850288696-TWINS.mp4,TWINS1,F_01_032,97,train
P37,16971177571772045-TAKE OFF.mp4,TAKEOFF1,F_01_020,94,train
P37,5128050702012583-DINNER.mp4,DINNER1,G_03_044,65,train
P37,6798088944949527-CANCER.mp4,CANCER1,F_01_047,45,train
P37,665146404453939-BITE.mp4,BITE1,K_02_045,27,train
P37,9992150959204005-RECENT.mp4,RECENT1,H_03_090,88,train
P37,07089556753815351-CHRISTMAS.mp4,CHRISTMAS1,F_03_029,57,train
P37,9905277093135028-BOTTLE.mp4,BOTTLE,D_02_064,30,train
P37,9331308031305054-CANDY 2.mp4,CANDY2,D_02_079,46,train
P37,6496011203194725-CASTLE 4.mp4,CASTLE4,K_03_110,48,train
P37,07627642156047654-BRAIDS.mp4,BRAIDS,K_03_125,34,train
P37,010970253307673206-BEHAVIOR.mp4,BEHAVIOR,C_02_036,24,train
P37,4218684862336075-CATEGORY.mp4,CATEGORY,E_01_034,49,train
P37,8559840912696828-MECHANIC.mp4,MECHANIC1,A_03_030,81,train
P37,21310388087265242-AXE.mp4,AXE1,G_03_066,14,train
P37,10722954174527533-DARK.mp4,DARK1,J_03_094,60,train
P37,9047865551380374-PARTY.mp4,PARTY1,G_02_059,86,train
P37,6818463315417742-MICROSCOPE.mp4,MICROSCOPE1,A_03_076,82,train
P37,41563433864841737-AUTISM.mp4,AUTISM1,F_03_011,13,train
P37,6032955938801456-HALLOWEEN.mp4,HALLOWEEN1,G_03_011,75,train
P37,6081830150824254-BASEBALL CAP.mp4,BASEBALLCAP,G_02_072,17,train
P37,1012683026825647-NOON.mp4,NOON1,G_02_014,85,train
P37,6920716309074284-CHEEK.mp4,CHEEK,G_03_052,56,train
P37,9015399008682803-THIRD.mp4,THIRD1,F_02_088,96,train
P37,6392685968074112-BITE.mp4,BITE1,K_02_045,27,train
P37,8724686458103836-DRAG.mp4,DRAG1,J_02_039,68,train
P37,7246944741037324-CONFUSED.mp4,CONFUSED1,J_01_110,59,train
P37,05439811641925085-RESEARCH.mp4,RESEARCH1,B_03_084,89,train
P37,8912582440228616-BELIEVE.mp4,BELIEVE1,D_02_049,25,train
P37,7303821349711297-CLOUD.mp4,CLOUD1,D_01_092,58,train
P37,8639087490010726-WHAT FOR.mp4,WHATFOR1,C_02_054,99,train
P37,26540643811273745-BASKETBALL.mp4,BASKETBALL1,A_03_045,20,train
P37,7004505898659963-MICROSCOPE.mp4,MICROSCOPE1,A_03_076,82,train
P37,05289771376597718-ABOUT.mp4,ABOUT1,B_02_072,1,train
P37,1845988193133219-BOY.mp4,BOY,B_02_090,33,train
P37,4920186526279182-GUESS.mp4,GUESS1,D_02_013,74,train
P37,3878260902223658-EAT.mp4,EAT1,B_02_002,69,train
P37,8742773141210243-DOG.mp4,DOG1,A_01_056,66,train
P37,5793822075348691-BEE.mp4,BEE1,J_02_101,23,train
P37,27486118477949417-LOCK.mp4,LOCK1,H_02_017,79,train
P37,32676509597778347-LUNCH.mp4,LUNCH1,G_02_081,80,train
P37,15322175525553972-TYPE.mp4,TYPE1,F_03_059,98,train
P37,4451754011272593-MECHANIC.mp4,MECHANIC1,A_03_030,81,train
P37,8462213144332857-BATH.mp4,BATH,B_01_019,21,train
P37,15471453286217618-ANGRY.mp4,ANGRY,B_01_070,9,train
P37,40445292724522974-BRIDGE.mp4,BRIDGE1,A_03_081,37,train
P37,4802355932387863-BUTTERFLY.mp4,BUTTERFLY,A_03_056,39,train
P37,9103537770737806-BECAUSE.mp4,BECAUSE,B_01_049,22,train
P37,1672237389327702-BELT.mp4,BELT1,A_03_036,26,train
P37,7712414501847134-CABINET.mp4,CABINET,B_03_030,40,train
P37,04209875382002948-ALPHABET.mp4,ALPHABET,B_02_024,7,train
P37,4649907997271234-BROTHER.mp4,BROTHER,B_01_065,38,train
P37,004887847449436045-AFTER.mp4,AFTER,B_02_030,4,train
P37,9055889816858886-BASEMENT.mp4,BASEMENT,C_01_034,18,train
P37,5994112703321048-MOVIE.mp4,MOVIE1,B_03_077,83,train
P37,7938459259825865-CALL TTY.mp4,CALLTTY,B_03_026,42,train
P37,6425491441035218-AND.mp4,AND,B_03_072,8,train
P37,3049515280092421-CHARACTER.mp4,CHARACTER,B_02_088,54,train
P37,5742605484803873-BORROW.mp4,BORROW,B_03_055,29,train
P37,4589443576656864-EAT.mp4,EAT1,B_02_002,69,train
P37,9429443550831056-TYPE.mp4,TYPE1,F_03_059,98,train
P37,3134439061460399-DECIDE.mp4,DECIDE1,B_02_074,62,train
P37,7000874243015813-LETTUCE.mp4,LETTUCE1,A_01_083,78,train
P37,3035499350705533-SHAVE.mp4,SHAVE1,J_02_018,92,train
P37,5781025522650556-PATIENT 2.mp4,PATIENT2,B_01_085,87,train
P37,4191234565728781-CATHOLIC.mp4,CATHOLIC,B_03_052,50,train
P37,4326169993763198-FINE.mp4,FINE1,C_01_043,72,train
P37,8003382091872024-5 DOLLARS.mp4,5DOLLARS,B_01_062,0,train
P37,8512749353267319-HOSPITAL.mp4,HOSPITAL1,B_02_026,76,train
P37,04104127400292379-BLOOD.mp4,BLOOD,C_01_087,28,train
P37,08302997220755581-BRAVE.mp4,BRAVE,B_03_050,35,train
P37,07811938540831354-ACTION.mp4,ACTION,C_01_026,2,train
P37,8659755342997295-FOREIGNER.mp4,FOREIGNER1,C_01_077,73,train
P37,37501628654666685-CANCELLATION.mp4,CANCELLATION,C_02_017,44,train
P37,9360594608322135-ALARM.mp4,ALARM,C_01_085,5,train
P37,23421934614428053-BOWL.mp4,BOWL,C_03_049,31,train
P37,046640480427470266-APPEAR.mp4,APPEAR,C_03_064,11,train
P37,22878192813095-CHANNEL.mp4,CHANNEL,C_03_023,53,train
P37,8843566864261965-MOVIE.mp4,MOVIE1,B_03_077,83,train
P37,9409105345475277-DEMAND.mp4,DEMAND1,D_03_080,63,train
P37,907695515584602-BACK OUT.mp4,BACKOUT,F_01_041,15,train
P40,9369777220709194-LUNCH.mp4,LUNCH1,G_02_081,80,train
P40,7684766808275134-CHAIN.mp4,CHAIN,E_02_055,52,train
P40,7361740532823176-CHASE.mp4,CHASE,F_03_017,55,train
P40,6566112740628165-BOXING.mp4,BOXING,F_03_050,32,train
P40,01629043211279435-NOON.mp4,NOON1,G_02_014,85,train
P37,9283181484122276-BASKET 2.mp4,BASKET1,E_01_060,19,train
P37,8636304237339409-LUNCH.mp4,LUNCH1,G_02_081,80,train
P37,2342707850085992-CHAIN.mp4,CHAIN,E_02_055,52,train
P37,4965864599765737-CHASE.mp4,CHASE,F_03_017,55,train
P37,38238803992261583-BOXING.mp4,BOXING,F_03_050,32,train
P37,21705819557923456-NOON.mp4,NOON1,G_02_014,85,train
P34,6846372391393167-ADVERTISE.mp4,ADVERTISE,J_03_015,3,train
P37,6187924508249534-ADVERTISE.mp4,ADVERTISE,J_03_015,3,train
P37,20831865620547463-DRAG.mp4,DRAG1,J_02_039,68,train
P37,7201139167303696-BASKETBALL.mp4,BASKETBALL1,A_03_045,20,train
P37,21253872428857212-CLOUD.mp4,CLOUD1,D_01_092,58,train
P37,574320721966243-CALENDAR.mp4,CALENDAR1,A_03_001,41,train
P37,4258113263759955-DOWNSIZE.mp4,DOWNSIZE1,C_01_055,67,train
P37,9833342420720304-DEAF.mp4,DEAF1,F_03_038,61,train
P37,8271264164311205-ROCKING CHAIR.mp4,ROCKINGCHAIR1,G_01_010,91,train
P37,717226063042893-HURDLE-TRIP.mp4,HURDLE/TRIP1,G_01_036,77,train
P37,49302512158389566-PARTY.mp4,PARTY1,G_02_059,86,train
P37,5341868573477482-BACKPACK.mp4,BACKPACK1,G_03_091,16,train
P37,20032450550143444-CAPTURE.mp4,CAPTURE,H_03_048,47,train
P37,2831801404562706-ANYONE.mp4,ANYONE,H_01_059,10,train
P37,06932549531498955-CEMETERY.mp4,CEMETERY,H_01_037,51,train
P37,6181166861944667-ALL OF_SUDDEN.mp4,ALLOFSUDDEN,H_01_096,6,train
P37,7511137065965892-BREAKFAST.mp4,BREAKFAST1,J_01_053,36,train
P37,8615822021106332-DOG.mp4,DOG1,A_01_056,66,train
P37,5156194365351785-DARK.mp4,DARK1,J_03_094,60,train
P37,36149171254574775-GUESS.mp4,GUESS1,D_02_013,74,train
P37,8013864241285453-DEMAND.mp4,DEMAND1,D_03_080,63,train
P37,4093382044924032-FOREIGNER.mp4,FOREIGNER1,C_01_077,73,train
P37,08234416557961-DOWNSIZE.mp4,DOWNSIZE1,C_01_055,67,train
P38,9802753357268721-THEY.mp4,THEY1,F_02_103,95,train
P34,999099210781961-PATIENT 2.mp4,PATIENT2,B_01_085,87,train
P34,6988945904320409-BELT.mp4,BELT1,A_03_036,26,train
P34,06589547219444203-DEVELOP.mp4,DEVELOP1,J_03_092,64,train
P34,9208583735199847-HOSPITAL.mp4,HOSPITAL1,B_02_026,76,train
P34,6993782178496888-BASKETBALL.mp4,BASKETBALL1,A_03_045,20,train
P34,42151091506894045-TAKE OFF.mp4,TAKEOFF1,F_01_020,94,train
P34,46262061906755614-CASTLE 4.mp4,CASTLE4,K_03_110,48,train
P34,19025936926709042-BRAIDS.mp4,BRAIDS,K_03_125,34,train
P34,09038913129745407-MICROSCOPE.mp4,MICROSCOPE1,A_03_076,82,train
P34,871345534397411-AUTISM.mp4,AUTISM1,F_03_011,13,train
P34,3607187019529545-HALLOWEEN.mp4,HALLOWEEN1,G_03_011,75,train
P34,775645261530816-BASEBALL CAP.mp4,BASEBALLCAP,G_02_072,17,train
P34,7598640656603028-NOON.mp4,NOON1,G_02_014,85,train
P34,2610190313064251-CHEEK.mp4,CHEEK,G_03_052,56,train
P34,3760683278090644-THIRD.mp4,THIRD1,F_02_088,96,train
P34,21452718054280906-BITE.mp4,BITE1,K_02_045,27,train
P34,7578829439834385-DRAG.mp4,DRAG1,J_02_039,68,train
